network,nodes,edges,density,n_communities,community_size_min,community_size_mean,community_size_max,total_weight,weight_min,weight_mean,weight_median,weight_max,mean_in_degree,mean_out_degree,max_in_degree,max_out_degree,mean_in_strength,mean_out_strength,cross_edge_fraction_mu_t_hat,within_edge_fraction,cross_weight_fraction_mu_w_hat,within_weight_fraction,directed_modularity_unweighted,directed_modularity_weighted,run_id,replicate_id,modularity_regime,mu_t_input,mu_w_input
lfr,150,1457,0.0651901565995525,6,22,25.0,28,6532.967456861,0.000479841,4.483848632025395,4.42914,12.8935,9.713333333333331,9.713333333333331,25.0,13.0,43.553116379073344,43.55311637907334,0.0967741935483871,0.9032258064516128,0.0997612082357057,0.9002387917642942,0.7328288540541508,0.7287821627350517,40,0,mu_0p100,0.1,0.1
null,150,1457,0.0651901565995525,6,22,25.0,28,6532.967456861,0.000479841,4.483848632025395,4.42914,12.8935,9.713333333333331,9.713333333333331,25.0,13.0,43.55311637907334,43.55311637907334,0.8448867536032945,0.1551132463967055,0.8440152039025113,0.1559847960974887,-0.0152837060007565,-0.0139315036652317,40,0,mu_0p100,0.1,0.1
lfr,150,1479,0.0661744966442953,4,32,37.5,43,6681.79606622,0.00752282,4.5177796255713325,4.39302,11.5341,9.86,9.86,25.0,10.0,44.545307108133336,44.545307108133336,0.1000676132521974,0.8999323867478026,0.0990447403155164,0.9009552596844836,0.6467630441232471,0.6481392676520584,41,1,mu_0p100,0.1,0.1
null,150,1479,0.0661744966442953,4,32,37.5,43,6681.79606622,0.00752282,4.5177796255713325,4.39302,11.5341,9.86,9.86,25.0,10.0,44.545307108133336,44.545307108133336,0.7532116294793779,0.246788370520622,0.754183621481105,0.245816378518895,-0.0063809721039333,-0.0078086208687304,41,1,mu_0p100,0.1,0.1
lfr,150,1405,0.0628635346756152,4,24,37.5,44,6181.734074917,0.000976517,4.399810729478292,4.16862,13.1142,9.366666666666667,9.366666666666667,24.0,10.0,41.21156049944666,41.21156049944667,0.100355871886121,0.899644128113879,0.1002905135360945,0.8997094864639055,0.63828978862983,0.6383653125165245,42,2,mu_0p100,0.1,0.1
null,150,1405,0.0628635346756152,4,24,37.5,44,6181.734074917,0.000976517,4.399810729478292,4.16862,13.1142,9.366666666666667,9.366666666666667,24.0,10.0,41.21156049944668,41.21156049944666,0.7387900355871886,0.2612099644128114,0.73799329630307,0.26200670369693,-0.0001443750712376,0.0004885311950081,42,2,mu_0p100,0.1,0.1
lfr,150,1386,0.0620134228187919,4,29,37.5,43,6063.97572957,0.00353821,4.375162864047619,4.317625,13.178,9.24,9.24,24.0,11.0,40.426504863800005,40.4265048638,0.0988455988455988,0.9011544011544012,0.0997033227923014,0.9002966772076986,0.6472376829519686,0.6471977803376111,43,3,mu_0p100,0.1,0.1
null,150,1386,0.0620134228187919,4,29,37.5,43,6063.97572957,0.00353821,4.375162864047619,4.317625,13.178,9.24,9.24,24.0,11.0,40.4265048638,40.4265048638,0.7503607503607503,0.2496392496392496,0.7501902176631196,0.2498097823368804,-0.0042774685631828,-0.0035560676680705,43,3,mu_0p100,0.1,0.1
lfr,150,1580,0.0706935123042505,5,20,30.0,42,7409.485101730001,0.00259944,4.689547532740507,4.66103,15.7322,10.533333333333331,10.533333333333331,25.0,13.0,49.39656734486667,49.39656734486667,0.1012658227848101,0.8987341772151899,0.1045167405153683,0.8954832594846317,0.6790962986700849,0.6741479439802485,44,4,mu_0p100,0.1,0.1
null,150,1580,0.0706935123042505,5,20,30.0,42,7409.485101730001,0.00259944,4.689547532740507,4.66103,15.7322,10.533333333333331,10.533333333333331,25.0,13.0,49.39656734486667,49.39656734486667,0.7892405063291139,0.2107594936708861,0.7921884359534666,0.2078115640465334,-0.0088783848742188,-0.0110248518018907,44,4,mu_0p100,0.1,0.1
lfr,150,1445,0.0646532438478747,5,26,30.0,36,6480.098785369999,0.00486603,4.484497429321799,4.36732,12.7573,9.633333333333333,9.633333333333333,24.0,10.0,43.20065856913334,43.20065856913333,0.0975778546712802,0.9024221453287198,0.1069320682169871,0.8930679317830129,0.69865447013326,0.6896205411680703,45,5,mu_0p100,0.1,0.1
null,150,1445,0.0646532438478747,5,26,30.0,36,6480.098785370001,0.00486603,4.4844974293218,4.36732,12.7573,9.633333333333333,9.633333333333333,24.0,10.0,43.20065856913334,43.20065856913333,0.7923875432525952,0.2076124567474048,0.780884569475135,0.219115430524865,0.003844781551945,0.0155732268978405,45,5,mu_0p100,0.1,0.1
lfr,150,1445,0.0646532438478747,5,26,30.0,34,6425.71716611,0.00116005,4.446863090733564,4.41601,12.2355,9.633333333333333,9.633333333333333,23.0,10.0,42.838114440733335,42.838114440733335,0.0968858131487889,0.903114186851211,0.0999115273071777,0.9000884726928222,0.7000174806336131,0.6967964118343185,46,6,mu_0p100,0.1,0.1
null,150,1445,0.0646532438478747,5,26,30.0,34,6425.71716611,0.00116005,4.446863090733564,4.41601,12.2355,9.633333333333333,9.633333333333333,23.0,10.0,42.838114440733335,42.838114440733335,0.8062283737024222,0.1937716262975778,0.8059846259130141,0.1940153740869858,-0.00932507992002,-0.0090783375660243,46,6,mu_0p100,0.1,0.1
lfr,150,1559,0.0697539149888143,5,22,30.0,40,7272.209565718,0.000399348,4.664662967105837,4.55116,13.6409,10.393333333333333,10.393333333333333,25.0,11.0,48.481397104786666,48.48139710478667,0.096215522771007,0.9037844772289928,0.1055958892243752,0.8944041107756248,0.6938490776105635,0.6850016990427804,47,7,mu_0p100,0.1,0.1
null,150,1559,0.0697539149888143,5,22,30.0,40,7272.209565718,0.000399348,4.664662967105837,4.55116,13.6409,10.393333333333333,10.393333333333333,25.0,11.0,48.48139710478666,48.481397104786666,0.7876844130853111,0.2123155869146888,0.789773043896451,0.210226956103549,0.0023801872962594,-7.819626835579505e-05,47,7,mu_0p100,0.1,0.1
lfr,150,1473,0.0659060402684563,5,22,30.0,44,6666.19498738,0.00133943,4.525590622797013,4.42229,16.0553,9.82,9.82,25.0,12.0,44.441299915866665,44.44129991586667,0.1031907671418873,0.8968092328581126,0.1019614095697399,0.8980385904302601,0.6862709582625295,0.6878822598691156,48,8,mu_0p100,0.1,0.1
null,150,1473,0.0659060402684563,5,22,30.0,44,6666.19498738,0.00133943,4.525590622797012,4.42229,16.0553,9.82,9.82,25.0,12.0,44.44129991586667,44.44129991586667,0.7881873727087576,0.2118126272912424,0.7849725510289377,0.2150274489710623,0.0012743526956592,0.0039687687694896,48,8,mu_0p100,0.1,0.1
lfr,150,1564,0.0699776286353467,5,26,30.0,37,7434.679518049999,0.00662305,4.753631405402813,4.59406,14.2601,10.426666666666666,10.426666666666666,25.0,14.0,49.56453012033333,49.56453012033333,0.0991048593350383,0.9008951406649616,0.1206259497632279,0.8793740502367721,0.6964350540616557,0.6761770444078201,49,9,mu_0p100,0.1,0.1
null,150,1564,0.0699776286353467,5,26,30.0,37,7434.679518049999,0.00662305,4.753631405402813,4.59406,14.2601,10.426666666666666,10.426666666666666,25.0,14.0,49.56453012033334,49.56453012033333,0.7851662404092071,0.2148337595907928,0.7783225943164432,0.2216774056835567,0.0103736729874869,0.0171606732073884,49,9,mu_0p100,0.1,0.1
lfr,150,1546,0.0691722595078299,5,23,30.0,49,7164.75654237,0.00146151,4.634383274495472,4.586325,12.0359,10.306666666666668,10.306666666666668,25.0,11.0,47.7650436158,47.7650436158,0.09379042690815,0.90620957309185,0.1015148020827807,0.8984851979172193,0.6851792967370622,0.6780541383210862,50,10,mu_0p100,0.1,0.1
null,150,1546,0.0691722595078299,5,23,30.0,49,7164.75654237,0.00146151,4.634383274495472,4.586325,12.0359,10.306666666666668,10.306666666666668,25.0,11.0,47.7650436158,47.7650436158,0.758732212160414,0.241267787839586,0.759053741492666,0.2409462585073339,0.0202375114847982,0.019229241164911,50,10,mu_0p100,0.1,0.1
lfr,150,1514,0.0677404921700223,4,26,37.5,45,6940.6953364500005,0.00144153,4.584343022754293,4.5473,11.5494,10.093333333333334,10.093333333333334,25.0,11.0,46.271302243,46.271302243,0.1003963011889035,0.8996036988110965,0.1015969758457469,0.8984030241542531,0.6405887629155622,0.6399248153940752,51,11,mu_0p100,0.1,0.1
null,150,1514,0.0677404921700223,4,26,37.5,45,6940.6953364500005,0.00144153,4.584343022754293,4.5473,11.5494,10.093333333333334,10.093333333333334,25.0,11.0,46.271302243,46.271302243,0.7602377807133421,0.2397622192866578,0.7602972615347577,0.2397027384652422,-0.0192527166088763,-0.0184426236636702,51,11,mu_0p100,0.1,0.1
lfr,150,1536,0.0687248322147651,5,22,30.0,40,7159.65836609,0.00303166,4.661235915423177,4.63405,12.362,10.24,10.24,24.0,12.0,47.73105577393334,47.73105577393333,0.1015625,0.8984375,0.1090126981179186,0.8909873018820814,0.6903962029351128,0.6836036702702868,52,12,mu_0p100,0.1,0.1
null,150,1536,0.0687248322147651,5,22,30.0,40,7159.65836609,0.00303166,4.661235915423177,4.63405,12.362,10.24,10.24,24.0,12.0,47.73105577393333,47.731055773933335,0.7799479166666666,0.2200520833333333,0.7864296326760275,0.2135703673239725,0.0120107862684461,0.0060703804787233,52,12,mu_0p100,0.1,0.1
lfr,150,1471,0.0658165548098434,5,25,30.0,40,6639.249342900001,0.0254087,4.513425793949694,4.42866,12.2555,9.806666666666668,9.806666666666668,25.0,10.0,44.261662286,44.261662286,0.1006118286879673,0.8993881713120326,0.1041302137024457,0.8958697862975542,0.6926197442418366,0.6893821672350902,53,13,mu_0p100,0.1,0.1
null,150,1471,0.0658165548098434,5,25,30.0,40,6639.249342900001,0.0254087,4.513425793949694,4.42866,12.2555,9.806666666666668,9.806666666666668,25.0,10.0,44.26166228599999,44.261662286,0.8144119646498981,0.1855880353501019,0.8138937716925251,0.1861062283074749,-0.021180391720094,-0.0209587442108482,53,13,mu_0p100,0.1,0.1
lfr,150,1541,0.0689485458612975,5,25,30.0,35,7131.96984731,0.0025196,4.6281439632122,4.55657,12.1933,10.273333333333332,10.273333333333332,24.0,11.0,47.54646564873333,47.54646564873333,0.0966904607397793,0.9033095392602206,0.1025854669851072,0.8974145330148927,0.6998931645976869,0.6938375248076909,54,14,mu_0p100,0.1,0.1
null,150,1541,0.0689485458612975,5,25,30.0,35,7131.96984731,0.0025196,4.6281439632122,4.55657,12.1933,10.273333333333332,10.273333333333332,24.0,11.0,47.54646564873333,47.54646564873333,0.7923426346528228,0.2076573653471771,0.7927898981376938,0.2072101018623061,0.0042409906846435,0.0038298423363144,54,14,mu_0p100,0.1,0.1
lfr,150,1529,0.0684116331096196,4,33,37.5,42,7051.1961909,0.0673519,4.611639104578156,4.59267,13.0295,10.193333333333332,10.193333333333332,24.0,11.0,47.00797460600001,47.007974606,0.0987573577501635,0.9012426422498364,0.1039222553253719,0.8960777446746281,0.6482130307407561,0.6431230993661696,55,15,mu_0p100,0.1,0.1
null,150,1529,0.0684116331096196,4,33,37.5,42,7051.1961909,0.0673519,4.611639104578156,4.59267,13.0295,10.193333333333332,10.193333333333332,24.0,11.0,47.007974606,47.007974606,0.7580117724002616,0.2419882275997383,0.7617246843779067,0.2382753156220932,-0.011041383909342,-0.0149358052340281,55,15,mu_0p100,0.1,0.1
lfr,150,1472,0.0658612975391498,5,22,30.0,45,6649.180997240001,0.00557024,4.517106655733696,4.399955,11.2935,9.813333333333333,9.813333333333333,25.0,10.0,44.32787331493333,44.32787331493333,0.1025815217391304,0.8974184782608696,0.1037409956995191,0.8962590043004808,0.6809474317698487,0.6796491393473931,56,16,mu_0p100,0.1,0.1
null,150,1472,0.0658612975391498,5,22,30.0,45,6649.180997240001,0.00557024,4.517106655733696,4.399955,11.2935,9.813333333333333,9.813333333333333,25.0,10.0,44.32787331493333,44.327873314933335,0.7921195652173914,0.2078804347826086,0.7964356231749681,0.2035643768250319,-0.0085906117084121,-0.0125722739671395,56,16,mu_0p100,0.1,0.1
lfr,150,1525,0.0682326621923937,4,28,37.5,45,7055.463908543999,0.000255874,4.626533710520655,4.53898,12.9256,10.166666666666666,10.166666666666666,25.0,11.0,47.03642605696001,47.03642605696,0.100327868852459,0.899672131147541,0.1058286610522945,0.8941713389477055,0.6419203439935501,0.6366767686762619,57,17,mu_0p100,0.1,0.1
null,150,1525,0.0682326621923937,4,28,37.5,45,7055.463908544,0.000255874,4.626533710520656,4.53898,12.9256,10.166666666666666,10.166666666666666,25.0,11.0,47.03642605696,47.03642605696,0.7521311475409836,0.2478688524590163,0.7481864494944829,0.2518135505055171,-0.0098829346949744,-0.006340189970661,57,17,mu_0p100,0.1,0.1
lfr,150,1443,0.0645637583892617,4,27,37.5,51,6474.397555137,0.000124137,4.4867619924719335,4.30662,13.5787,9.62,9.62,23.0,12.0,43.16265036758001,43.16265036758,0.088011088011088,0.911988911988912,0.1095937867723331,0.8904062132276669,0.6476756622286768,0.6265493051430867,58,18,mu_0p100,0.1,0.1
null,150,1443,0.0645637583892617,4,27,37.5,51,6474.397555137,0.000124137,4.4867619924719335,4.30662,13.5787,9.62,9.62,23.0,12.0,43.16265036758,43.16265036758,0.7394317394317395,0.2605682605682605,0.7370721200385133,0.2629278799614867,-0.0037449891919746,-0.0010705693712669,58,18,mu_0p100,0.1,0.1
lfr,150,1428,0.0638926174496644,5,22,30.0,39,6317.9787298930005,0.000739513,4.424354852866247,4.300485,14.4934,9.52,9.52,23.0,10.0,42.11985819928667,42.11985819928667,0.0973389355742296,0.9026610644257704,0.0984772925792258,0.901522707420774,0.6901437045406398,0.6890009785215687,59,19,mu_0p100,0.1,0.1
null,150,1428,0.0638926174496644,5,22,30.0,39,6317.9787298930005,0.000739513,4.424354852866247,4.300485,14.4934,9.52,9.52,23.0,10.0,42.11985819928667,42.11985819928667,0.7969187675070029,0.2030812324929971,0.7950874514859396,0.2049125485140603,-0.0094361273921333,-0.0072620379792281,59,19,mu_0p100,0.1,0.1
lfr,150,1472,0.0658612975391498,4,26,37.5,48,6619.7649829,0.0203099,4.497122950339674,4.318925,12.2063,9.813333333333333,9.813333333333333,24.0,11.0,44.131766552666654,44.13176655266667,0.0944293478260869,0.9055706521739132,0.0979520065402592,0.9020479934597408,0.6434042341091682,0.640552417945117,60,20,mu_0p100,0.1,0.1
null,150,1472,0.0658612975391498,4,26,37.5,48,6619.7649829,0.0203099,4.497122950339674,4.318925,12.2063,9.813333333333333,9.813333333333333,24.0,11.0,44.13176655266668,44.13176655266666,0.7595108695652174,0.2404891304347826,0.7618258717684432,0.2381741282315568,-0.0216772876299621,-0.0230809432615561,60,20,mu_0p100,0.1,0.1
lfr,150,1514,0.0677404921700223,4,27,37.5,45,6954.6307166100005,0.00280112,4.593547368963012,4.564705,13.6249,10.093333333333334,10.093333333333334,24.0,12.0,46.364204777400005,46.3642047774,0.1043593130779392,0.8956406869220608,0.1039194036404978,0.8960805963595022,0.6350988309900201,0.6351218649875965,61,21,mu_0p100,0.1,0.1
null,150,1514,0.0677404921700223,4,27,37.5,45,6954.6307166100005,0.00280112,4.593547368963012,4.564705,13.6249,10.093333333333334,10.093333333333334,24.0,12.0,46.3642047774,46.3642047774,0.7192866578599736,0.2807133421400264,0.7201961214198674,0.2798038785801325,0.0201714862079857,0.0203971387173621,61,21,mu_0p100,0.1,0.1
lfr,150,1449,0.0648322147651006,5,22,30.0,41,6490.83349622,0.00133042,4.479526222374051,4.43812,14.1371,9.66,9.66,25.0,12.0,43.27222330813333,43.27222330813333,0.1028295376121463,0.8971704623878537,0.1012439999582029,0.8987560000417971,0.6886932326665876,0.6910422665889348,62,22,mu_0p100,0.1,0.1
null,150,1449,0.0648322147651006,5,22,30.0,41,6490.833496220001,0.00133042,4.479526222374052,4.43812,14.1371,9.66,9.66,25.0,12.0,43.27222330813333,43.27222330813333,0.8088336783988958,0.1911663216011042,0.8075421698650116,0.1924578301349884,-0.0173109081201618,-0.0167790870284168,62,22,mu_0p100,0.1,0.1
lfr,150,1489,0.0666219239373601,5,25,30.0,35,6736.248522439,0.000676788,4.524008409965749,4.48622,12.3244,9.926666666666666,9.926666666666666,24.0,10.0,44.90832348292667,44.90832348292667,0.0987239758226998,0.9012760241773002,0.0993595144551854,0.9006404855448146,0.6990001898858925,0.6983815084647915,63,23,mu_0p100,0.1,0.1
null,150,1489,0.0666219239373601,5,25,30.0,35,6736.248522439,0.000676788,4.524008409965749,4.48622,12.3244,9.926666666666666,9.926666666666666,24.0,10.0,44.90832348292667,44.90832348292666,0.7944929482874412,0.2055070517125587,0.7974877538357095,0.2025122461642905,0.0032312174211511,5.46300423157238e-05,63,23,mu_0p100,0.1,0.1
lfr,150,1449,0.0648322147651006,4,22,37.5,57,6494.0220896,0.0125016,4.481726769910283,4.30509,12.485,9.66,9.66,25.0,10.0,43.29348059733333,43.29348059733334,0.1021394064872325,0.8978605935127675,0.1028737661163622,0.8971262338836377,0.6167443242787558,0.6156887353166504,64,24,mu_0p100,0.1,0.1
null,150,1449,0.0648322147651006,4,22,37.5,57,6494.0220896,0.0125016,4.481726769910283,4.30509,12.485,9.66,9.66,25.0,10.0,43.29348059733334,43.293480597333335,0.7142857142857143,0.2857142857142857,0.717318342273599,0.2826816577264009,0.004598016480274,0.0016189155671473,64,24,mu_0p100,0.1,0.1
lfr,150,1587,0.0710067114093959,4,27,37.5,51,7428.11882249,0.00166511,4.680604172961562,4.62113,14.6217,10.58,10.58,25.0,11.0,49.52079214993333,49.52079214993333,0.1001890359168242,0.8998109640831758,0.1017269891001418,0.8982730108998581,0.6372698147241549,0.6360682988275266,65,25,mu_0p100,0.1,0.1
null,150,1587,0.0710067114093959,4,27,37.5,51,7428.118822490001,0.00166511,4.680604172961563,4.62113,14.6217,10.58,10.58,25.0,11.0,49.52079214993334,49.52079214993333,0.7385003150598614,0.2614996849401386,0.7352731155368312,0.2647268844631688,-0.0010414644188823,0.0012121330819323,65,25,mu_0p100,0.1,0.1
lfr,150,1444,0.0646085011185682,4,25,37.5,53,6473.1194884,0.0119609,4.482769728808864,4.396685,11.6138,9.626666666666669,9.626666666666669,24.0,11.0,43.154129922666655,43.15412992266666,0.1066481994459833,0.8933518005540166,0.1068946386112566,0.8931053613887434,0.6293498361737555,0.6311848201776247,66,26,mu_0p100,0.1,0.1
null,150,1444,0.0646085011185682,4,25,37.5,53,6473.1194884,0.0119609,4.482769728808864,4.396685,11.6138,9.626666666666669,9.626666666666669,24.0,11.0,43.15412992266666,43.15412992266666,0.7486149584487535,0.2513850415512465,0.7536776885151988,0.2463223114848012,-0.0126169228290145,-0.0184536237040746,66,26,mu_0p100,0.1,0.1
lfr,150,1480,0.0662192393736017,4,32,37.5,44,6686.690141,0.0208372,4.518033879054054,4.350765,13.009,9.866666666666667,9.866666666666667,25.0,10.0,44.57793427333333,44.57793427333333,0.0918918918918919,0.9081081081081082,0.0991835821632401,0.90081641783676,0.6526890065741418,0.6457057814400775,67,27,mu_0p100,0.1,0.1
null,150,1480,0.0662192393736017,4,32,37.5,44,6686.690141,0.0208372,4.518033879054054,4.350765,13.009,9.866666666666667,9.866666666666667,25.0,10.0,44.57793427333333,44.57793427333333,0.7547297297297297,0.2452702702702702,0.7532390726492921,0.2467609273507078,-0.0101488312636961,-0.0088263412557747,67,27,mu_0p100,0.1,0.1
lfr,150,1472,0.0658612975391498,5,23,30.0,45,6668.76145966,0.00194426,4.5304086003125,4.421045,12.9935,9.813333333333333,9.813333333333333,23.0,13.0,44.45840973106667,44.458409731066666,0.0971467391304347,0.9028532608695652,0.1050503731311627,0.8949496268688373,0.6907407475779773,0.6834933765652511,68,28,mu_0p100,0.1,0.1
null,150,1472,0.0658612975391498,5,23,30.0,45,6668.76145966,0.00194426,4.5304086003125,4.421045,12.9935,9.813333333333333,9.813333333333333,23.0,13.0,44.45840973106667,44.45840973106667,0.8050271739130435,0.1949728260869565,0.8017878846775562,0.1982121153224437,-0.0171396872046313,-0.0142263164801068,68,28,mu_0p100,0.1,0.1
lfr,150,1472,0.0658612975391498,4,30,37.5,43,6604.048520730001,0.00108092,4.486446005930707,4.422475,11.8718,9.813333333333333,9.813333333333333,24.0,10.0,44.026990138200006,44.02699013819999,0.1012228260869565,0.8987771739130435,0.1002852520921197,0.8997147479078802,0.6440715825850661,0.644911876800106,69,29,mu_0p100,0.1,0.1
null,150,1472,0.0658612975391498,4,30,37.5,43,6604.04852073,0.00108092,4.4864460059307065,4.422475,11.8718,9.813333333333333,9.813333333333333,24.0,10.0,44.0269901382,44.0269901382,0.7472826086956522,0.2527173913043478,0.755408375465501,0.244591624534499,-0.0019882000236294,-0.0095968261896802,69,29,mu_0p100,0.1,0.1
lfr,150,1447,0.0647427293064877,4,31,37.5,51,6449.921573475,0.000667948,4.457444072892191,4.30351,12.9508,9.646666666666668,9.646666666666668,24.0,10.0,42.99947715650001,42.9994771565,0.0988251554941257,0.9011748445058744,0.1017411275469895,0.8982588724530104,0.6388209239715753,0.6360104153053632,70,30,mu_0p100,0.1,0.1
null,150,1447,0.0647427293064877,4,31,37.5,51,6449.921573475,0.000667948,4.457444072892191,4.30351,12.9508,9.646666666666668,9.646666666666668,24.0,10.0,42.99947715650001,42.9994771565,0.7325501036627505,0.2674498963372494,0.7288492110323832,0.2711507889676168,0.0050959758029505,0.0098695719037325,70,30,mu_0p100,0.1,0.1
lfr,150,1463,0.0654586129753915,5,22,30.0,36,6556.7438161,0.0123536,4.481711425905673,4.44833,10.2662,9.753333333333334,9.753333333333334,25.0,10.0,43.711625440666666,43.711625440666666,0.0984278879015721,0.901572112098428,0.0993840409777664,0.9006159590222336,0.6978063128367118,0.6971820753250921,71,31,mu_0p100,0.1,0.1
null,150,1463,0.0654586129753915,5,22,30.0,36,6556.7438161,0.0123536,4.481711425905673,4.44833,10.2662,9.753333333333334,9.753333333333334,25.0,10.0,43.711625440666666,43.71162544066666,0.8017771701982228,0.1982228298017772,0.8052409202927255,0.1947590797072744,-0.0055429694599389,-0.0088241601702374,71,31,mu_0p100,0.1,0.1
lfr,150,1454,0.0650559284116331,5,25,30.0,39,6498.919390397,0.000135757,4.469683212102476,4.329255,10.6253,9.693333333333332,9.693333333333332,25.0,10.0,43.32612926931332,43.32612926931334,0.0990371389270976,0.9009628610729024,0.1011245425459654,0.8988754574540345,0.6957584162836855,0.6940589559702793,72,32,mu_0p100,0.1,0.1
null,150,1454,0.0650559284116331,5,25,30.0,39,6498.919390397,0.000135757,4.469683212102476,4.329255,10.6253,9.693333333333332,9.693333333333332,25.0,10.0,43.32612926931333,43.32612926931333,0.7888583218707015,0.2111416781292985,0.788205268731159,0.2117947312688409,0.0059372333400815,0.0063148820638728,72,32,mu_0p100,0.1,0.1
lfr,150,1467,0.0656375838926174,5,26,30.0,33,6647.57975099,0.00381009,4.531410873203818,4.43041,12.9176,9.78,9.78,25.0,11.0,44.31719833993333,44.31719833993333,0.1090661213360599,0.89093387866394,0.1067422652408683,0.8932577347591317,0.689211273325592,0.6917016819023479,73,33,mu_0p100,0.1,0.1
null,150,1467,0.0656375838926174,5,26,30.0,33,6647.57975099,0.00381009,4.531410873203818,4.43041,12.9176,9.78,9.78,25.0,11.0,44.31719833993333,44.31719833993333,0.8104976141785958,0.1895023858214042,0.8156430898000911,0.1843569101999088,-0.0122202195169437,-0.0174405161275721,73,33,mu_0p100,0.1,0.1
lfr,150,1521,0.0680536912751677,4,23,37.5,62,7024.48264251,0.00418594,4.618331783372781,4.62156,13.2752,10.14,10.14,24.0,11.0,46.8298842834,46.8298842834,0.1045364891518737,0.8954635108481263,0.1090297095867458,0.8909702904132542,0.6014426129734884,0.5970241257128315,74,34,mu_0p100,0.1,0.1
null,150,1521,0.0680536912751677,4,23,37.5,62,7024.48264251,0.00418594,4.618331783372781,4.62156,13.2752,10.14,10.14,24.0,11.0,46.829884283400006,46.8298842834,0.7166337935568705,0.2833662064431295,0.715521140094106,0.284478859905894,-0.0106546914315082,-0.0112892686864683,74,34,mu_0p100,0.1,0.1
lfr,150,1581,0.070738255033557,4,29,37.5,51,7383.319259007,0.000742607,4.670031156867172,4.53399,15.2555,10.54,10.54,25.0,11.0,49.22212839338,49.22212839338,0.1018342820999367,0.8981657179000633,0.1008626273472503,0.8991373726527496,0.6346130380494814,0.6352286537128744,75,35,mu_0p100,0.1,0.1
null,150,1581,0.070738255033557,4,29,37.5,51,7383.319259006999,0.000742607,4.670031156867172,4.53399,15.2555,10.54,10.54,25.0,11.0,49.22212839338,49.22212839338,0.74573055028463,0.25426944971537,0.7415952137173889,0.2584047862826111,-0.0092832301352117,-0.0055904085134547,75,35,mu_0p100,0.1,0.1
lfr,150,1396,0.0624608501118568,5,23,30.0,35,6117.760779358001,0.000319138,4.382350128479944,4.2616,13.7543,9.306666666666668,9.306666666666668,20.0,10.0,40.78507186238667,40.785071862386665,0.1024355300859598,0.8975644699140402,0.1017303849895404,0.8982696150104595,0.6926426096665873,0.6931665628282432,76,36,mu_0p100,0.1,0.1
null,150,1396,0.0624608501118568,5,23,30.0,35,6117.760779358,0.000319138,4.382350128479943,4.2616,13.7543,9.306666666666668,9.306666666666668,20.0,10.0,40.785071862386665,40.78507186238667,0.8101719197707736,0.1898280802292263,0.8124220702823187,0.1875779297176812,-0.0150937800182264,-0.0175509312745912,76,36,mu_0p100,0.1,0.1
lfr,150,1504,0.0672930648769574,3,38,50.0,70,6915.7361981,0.0276744,4.5982288551196815,4.44337,14.4917,10.026666666666667,10.026666666666667,25.0,11.0,46.10490798733333,46.10490798733333,0.0990691489361702,0.9009308510638298,0.1100927372430973,0.8899072627569027,0.5390996350158442,0.5305407167336409,77,37,mu_0p100,0.1,0.1
null,150,1504,0.0672930648769574,3,38,50.0,70,6915.7361981,0.0276744,4.598228855119681,4.44337,14.4917,10.026666666666667,10.026666666666667,25.0,11.0,46.10490798733333,46.10490798733334,0.6376329787234043,0.3623670212765957,0.6354482071348175,0.3645517928651824,0.0005358052286102,0.0027636783882102,77,37,mu_0p100,0.1,0.1
lfr,150,1453,0.0650111856823266,4,34,37.5,42,6525.00773112,0.00325305,4.490714198981418,4.41074,13.9851,9.686666666666667,9.686666666666667,25.0,10.0,43.500051540800015,43.5000515408,0.1004817618719889,0.899518238128011,0.1050263492948185,0.8949736507051815,0.6485885575516209,0.6446000005620517,78,38,mu_0p100,0.1,0.1
null,150,1453,0.0650111856823266,4,34,37.5,42,6525.00773112,0.00325305,4.490714198981418,4.41074,13.9851,9.686666666666667,9.686666666666667,25.0,10.0,43.5000515408,43.5000515408,0.7660013764624914,0.2339986235375085,0.7618039689076018,0.2381960310923981,-0.0169310570388815,-0.0128899464613548,78,38,mu_0p100,0.1,0.1
lfr,150,1499,0.067069351230425,6,24,25.0,27,6856.674808633001,0.000657123,4.5741659830773855,4.5306,12.3362,9.993333333333334,9.993333333333334,25.0,10.0,45.71116539088666,45.71116539088667,0.1034022681787858,0.8965977318212142,0.105864842491738,0.8941351575082619,0.7293695018382279,0.7271889568687244,79,39,mu_0p100,0.1,0.1
null,150,1499,0.067069351230425,6,24,25.0,27,6856.674808633,0.000657123,4.574165983077385,4.5306,12.3362,9.993333333333334,9.993333333333334,25.0,10.0,45.71116539088666,45.71116539088666,0.8619079386257505,0.1380920613742494,0.8583754586293998,0.1416245413706002,-0.0291361686087367,-0.0257828682639798,79,39,mu_0p100,0.1,0.1
lfr,150,1453,0.0650111856823266,5,23,30.0,33,6515.18457793,0.00346954,4.483953598024776,4.35799,13.4419,9.686666666666667,9.686666666666667,25.0,10.0,43.43456385286668,43.43456385286667,0.1231933929800413,0.8768066070199587,0.1301825140615552,0.8698174859384448,0.6732355726031861,0.6662895999933411,80,0,mu_0p125,0.125,0.125
